token_position,token_id,token,token_reward,old_critic_value,next_critic_value,discounted_next_value,stored_delta,recomputed_delta,stored_raw_advantage,recomputed_raw_advantage,stored_normalized_advantage,recomputed_normalized_advantage,stored_return,recomputed_return,final_critic_value
36,311,311,-0.0,3.765625,3.046875,3.046875,-0.71875,-0.71875,-1.0992736,-1.0992736235645122,-0.4248651,-0.424865077399285,2.6663513,2.666351376435488,3.578125
37,1281,1281,-0.0,3.046875,3.546875,3.546875,0.5,0.5,-0.4005511,-0.40055118269948664,0.0110371,0.01103708833239912,2.6463239,2.6463238173005132,2.859375
38,220,220,-0.0,3.546875,3.28125,3.28125,-0.265625,-0.265625,-0.9479485,-0.9479486133678807,-0.33046,-0.33046006645900644,2.5989265,2.5989263866321193,3.3125
39,24,24,-0.0,3.28125,2.796875,2.796875,-0.484375,-0.484375,-0.7182353,-0.7182353824925061,-0.1871521,-0.18715209611267966,2.5630147,2.563014617507494,3.09375
40,85976,85976,-0.0,2.796875,3.875,3.875,1.078125,1.078125,-0.2461687,-0.2461688236763222,0.1073495,0.10734944458884213,2.5507064,2.550706176323678,2.578125
41,11,11,-0.0,3.875,4.0625,4.0625,0.1875,0.1875,-1.3939934,-1.3939934986066551,-0.6087278,-0.6087278307638333,2.4810066,2.481006501393345,3.71875
42,1340,1340,-0.0,4.0625,1.546875,1.546875,-2.515625,-2.515625,-1.6647298,-1.6647299985333213,-0.7776284,-0.7776284123947115,2.3977702,2.3977700014666787,3.890625
43,3880,3880,-0.0,1.546875,3.9375,3.9375,2.390625,2.390625,0.8956791,0.8956789489122934,0.819698,0.8196979937367375,2.442554,2.4425539489122934,1.421875
44,220,220,-0.0,3.9375,2.046875,2.046875,-1.890625,-1.890625,-1.5736272,-1.573627422197586,-0.7207934,-0.7207935263141678,2.3638728,2.363872577802414,3.71875
45,16,16,-0.0,2.046875,4.40625,4.40625,2.359375,2.359375,0.3336818,0.33368166084464645,0.4690927,0.46909263075349356,2.3805568,2.3805566608446465,1.9296875
46,220,220,-0.0,4.40625,1.21875,1.21875,-3.1875,-3.1875,-2.1323087,-2.132308778058267,-1.0693302,-1.06933022519576,2.2739413,2.273941221941733,4.21875
47,16,16,-0.0,1.21875,2.671875,2.671875,1.453125,1.453125,1.1107277,1.1107276020439294,0.9538574,0.9538573797179728,2.3294778,2.329477602043929,1.1328125
48,14,14,-0.0,2.671875,1.9609375,1.9609375,-0.7109375,-0.7109375,-0.3604183,-0.360418313637969,0.0360742,0.03607421826811992,2.3114567,2.311456686362031,2.546875
49,19,19,-0.0,1.9609375,3.25,3.25,1.2890625,1.2890625,0.3689676,0.3689675645916116,0.4911059,0.4911059524439488,2.329905,2.3299050645916117,1.75
50,25374,25374,-0.0,3.25,2.6875,2.6875,-0.5625,-0.5625,-0.9685209,-0.9685209846404089,-0.3432943,-0.34329426308339056,2.2814791,2.281479015359591,3.125
51,353,353,-0.0,2.6875,2.125,2.125,-0.5625,-0.5625,-0.4273905,-0.4273905101477989,-0.0057068,-0.005706786312613372,2.2601094,2.260109489852201,2.46875
52,220,220,-0.0,2.125,1.453125,1.453125,-0.671875,-0.671875,0.1422206,0.14222051563389593,0.3496484,0.34964845239346787,2.2672205,2.267220515633896,1.90625
53,18,18,-0.0,1.453125,2.84375,2.84375,1.390625,1.390625,0.8569427,0.85694264803568,0.7955321,0.7955321211999319,2.3100677,2.31006764803568,1.3046875
54,21,21,-0.0,2.84375,1.6640625,1.6640625,-1.1796875,-1.1796875,-0.5617709,-0.5617708968045474,-0.0895408,-0.08954079270722583,2.2819791,2.281979103195453,2.65625
55,85976,85976,-0.0,1.6640625,2.546875,2.546875,0.8828125,0.8828125,0.6504386,0.6504385296794238,0.6667033,0.666703294244605,2.314501,2.3145010296794237,1.5
56,14,14,-0.0,2.546875,0.4453125,0.4453125,-2.1015625,-2.1015625,-0.2446041,-0.24460417928481704,0.1083256,0.10832555733257006,2.3022709,2.302270820715183,2.390625
57,24,24,-0.0,0.4453125,2.40625,2.40625,1.9609375,1.9609375,1.9546931,1.9546929691738768,1.4803703,1.4803702120223607,2.4000056,2.400005469173877,0.2792969
58,85976,85976,-0.0,2.40625,4.0625,4.0625,1.65625,1.65625,-0.0065731,-0.006573190343287516,0.2568226,0.2568226107010199,2.3996768,2.3996768096567127,2.25
59,284,284,-0.0,4.0625,3.546875,3.546875,-0.515625,-0.515625,-1.7503401,-1.7503402003613553,-0.8310368,-0.8310368478520971,2.31216,2.3121597996386445,3.78125
60,220,220,-0.0,3.546875,3.90625,3.90625,0.359375,0.359375,-1.2997001,-1.2997002109066897,-0.5499024,-0.5499024003518801,2.2471747,2.24717478909331,3.359375
61,16,16,-0.0,3.90625,5.0625,5.0625,1.15625,1.15625,-1.7463949,-1.7463949588491472,-0.8285756,-0.8285755853837312,2.1598551,2.159855041150853,3.8125
62,220,220,-0.0,5.0625,1.5,1.5,-3.5625,-3.5625,-3.0554156,-3.055415746156997,-1.6452159,-1.6452160176974135,2.0070844,2.007084253843003,4.875
63,16,16,-0.0,1.5,3.46875,3.46875,1.96875,1.96875,0.5337732,0.5337728987821084,0.5939208,0.5939207439781009,2.0337732,2.033772898782108,1.4921875
64,14,14,-0.0,3.46875,0.9140625,0.9140625,-2.5546875,-2.5546875,-1.510502,-1.510502211808307,-0.6814124,-0.6814124869891831,1.958248,1.958247788191693,3.25
65,19,19,-0.0,0.9140625,3.9375,3.9375,3.0234375,3.0234375,1.0991427,1.099142408622835,0.94663,0.9466298876448349,2.0132051,2.0132049086228347,0.7929688
66,25374,25374,-0.0,3.9375,3.0625,3.0625,-0.875,-0.875,-2.0255735,-2.025573780397016,-1.0027428,-1.0027429597541266,1.9119265,1.911926219602984,3.765625
67,353,353,-0.0,3.0625,3.4375,3.4375,0.375,0.375,-1.21113,-1.2111302951547538,-0.4946474,-0.49464752969516435,1.85137,1.8513697048452462,2.84375
68,220,220,-0.0,3.4375,2.921875,2.921875,-0.515625,-0.515625,-1.6696106,-1.669610837005004,-0.7806733,-0.7806733526112574,1.7678894,1.767889162994996,3.203125
69,19,19,-0.0,2.921875,3.203125,3.203125,0.28125,0.28125,-1.2147217,-1.214721933689478,-0.4968881,-0.49688819483520674,1.7071533,1.707153066310522,2.78125
70,284,284,-0.0,3.203125,4.59375,4.59375,1.390625,1.390625,-1.574707,-1.574707298620503,-0.7214671,-0.7214672136668875,1.628418,1.628417701379497,2.921875
71,220,220,-0.0,4.59375,1.6484375,1.6484375,-2.9453125,-2.9453125,-3.1214023,-3.1214024196005297,-1.6863821,-1.6863821978301934,1.4723477,1.4723475803994703,4.40625
72,20,20,-0.0,1.6484375,2.671875,2.671875,1.0234375,1.0234375,-0.1853576,-0.18535781010582086,0.1452869,0.14528675841391925,1.4630799,1.4630796898941791,1.578125
73,25374,25374,-0.0,2.671875,3.515625,3.515625,0.84375,0.84375,-1.2724159,-1.2724161159008642,-0.532881,-0.5328810548110893,1.3994591,1.3994588840991358,2.484375
74,315,315,-0.0,3.515625,2.21875,2.21875,-1.296875,-1.296875,-2.2275431,-2.2275432798956465,-1.1287428,-1.1287428376658826,1.2880819,1.2880817201043535,3.265625
75,19828,19828,-0.0,2.21875,2.890625,2.890625,0.671875,0.671875,-0.9796507,-0.9796508209427859,-0.3502377,-0.3502376778997789,1.2390993,1.2390991790572141,2.03125
76,198,198,-0.0,2.890625,-1.65625,-1.65625,-4.546875,-4.546875,-1.7384481,-1.7384482325713537,-0.8236179,-0.823617972757638,1.1521769,1.1521767674286463,2.671875
77,19357,19357,-0.0,-1.65625,3.15625,3.15625,4.8125,4.8125,2.9562387,2.95623870255647,2.1051905,2.105190496483691,1.2999887,1.2999887025564698,-1.65625
78,4226,4226,-0.0,3.15625,0.2148438,0.2148438,-2.9414062,-2.9414062,-1.9539592,-1.953959260466874,-0.9580658,-0.9580658139954519,1.2022908,1.202290739533126,2.90625
79,25,25,-0.0,0.2148438,4.375,4.375,4.1601562,4.1601562,1.039418,1.0394178310875009,0.9093704,0.909370353425737,1.2542617,1.2542616310875008,0.0239258
80,220,220,-0.0,4.375,2.734375,2.734375,-1.640625,-1.640625,-3.2849877,-3.2849877567499997,-1.7884358,-1.7884358869275736,1.0900123,1.0900122432500003,4.15625
81,20,20,-0.0,2.734375,0.3085938,0.3085938,-2.4257812,-2.4257812,-1.7309082,-1.7309081649999998,-0.8189141,-0.8189140565930915,1.0034668,1.0034668350000002,2.515625
82,151645,151645,1.0400391,0.3085938,0.0,0.0,0.7314453,0.7314453000000001,0.7314453,0.7314453000000001,0.7172398,0.717239851476047,1.0400391,1.0400391,0.2333984
